symbol_index,cur_rms,est_rms,gain_sym
6.500000000000000000e+01,2.834982481605401450e-01,2.686371031990394953e-01,3.722493981998743706e+00
6.600000000000000000e+01,2.630586560810609931e-01,2.669635690636459335e-01,3.745829453462218073e+00
6.700000000000000000e+01,2.639652514090150559e-01,2.660640737672566591e-01,3.758493154828427940e+00
6.800000000000000000e+01,2.591401861530548967e-01,2.639869074829961360e-01,3.788066648965959793e+00
6.900000000000000000e+01,2.644508480296181019e-01,2.641260896469826980e-01,3.786070514035733581e+00
7.000000000000000000e+01,2.711111259084620362e-01,2.662216005254264828e-01,3.756269205903490338e+00
7.100000000000000000e+01,2.619484227723142822e-01,2.649396471994928115e-01,3.774444521876431313e+00
7.200000000000000000e+01,2.666948799618903410e-01,2.654662170282120481e-01,3.766957661108819799e+00
7.300000000000000000e+01,2.622229605650250872e-01,2.644932400892559543e-01,3.780814963976167231e+00
7.400000000000000000e+01,2.640010275221327252e-01,2.643455763191189800e-01,3.782926931952121041e+00
7.500000000000000000e+01,2.633408783888173121e-01,2.640441669400284685e-01,3.787245185488709698e+00
7.600000000000000000e+01,2.834982481605401450e-01,2.698803913061819659e-01,3.705345153681395498e+00
7.700000000000000000e+01,2.548231490024316370e-01,2.653632186150568506e-01,3.768419772789338040e+00
7.800000000000000000e+01,2.665704793231969405e-01,2.657253968274988498e-01,3.763283494686699981e+00
7.900000000000000000e+01,2.669684503594029756e-01,2.660983128870700876e-01,3.758009545984576150e+00
8.000000000000000000e+01,2.616131639319847491e-01,2.647527682005444971e-01,3.777108759982904740e+00
8.100000000000000000e+01,2.630446895406619578e-01,2.642403446025797242e-01,3.784433453960297289e+00
8.200000000000000000e+01,2.613776993031725060e-01,2.768620835033298588e-01,3.611906648054871383e+00
8.300000000000000000e+01,2.608347193921419227e-01,2.720538742699734613e-01,3.675742544315494964e+00
8.400000000000000000e+01,2.834982481605401450e-01,2.754871864371434276e-01,3.629932894276972632e+00
8.500000000000000000e+01,2.834982481605401450e-01,2.778905049541623984e-01,3.598539648430767457e+00
8.600000000000000000e+01,2.834982481605401450e-01,2.795728279160756835e-01,3.576885520148573416e+00
8.700000000000000000e+01,2.834982481605401450e-01,2.807504539894150053e-01,3.561882040759594137e+00
8.800000000000000000e+01,2.603294002527958839e-01,2.746241378684292633e-01,3.641340516393696713e+00
8.900000000000000000e+01,2.834982481605401450e-01,2.772863709560625112e-01,3.606379918897836045e+00
9.000000000000000000e+01,2.613776993031725060e-01,2.725137694601955096e-01,3.669539348344980301e+00
9.100000000000000000e+01,2.608347193921419227e-01,2.690100544397794335e-01,3.717333175826927683e+00
9.200000000000000000e+01,2.834982481605401450e-01,2.733565125560076248e-01,3.658226360329027926e+00
9.300000000000000000e+01,2.834982481605401450e-01,2.763990332373673642e-01,3.617957661744840347e+00
9.400000000000000000e+01,2.834982481605401450e-01,2.785287977143191540e-01,3.590293026093761330e+00
9.500000000000000000e+01,2.834982481605401450e-01,2.800196328481854291e-01,3.571178170004090102e+00
9.600000000000000000e+01,2.834982481605401450e-01,2.810632174418918328e-01,3.557918425262259987e+00
9.700000000000000000e+01,2.603294002527958839e-01,2.748430722851630259e-01,3.638439898395734229e+00
9.800000000000000000e+01,2.834982481605401450e-01,2.774396250477761394e-01,3.604387800869455205e+00
9.900000000000000000e+01,2.613776993031725060e-01,2.726210473243950161e-01,3.668095364662318669e+00
1.000000000000000000e+02,2.608347193921419227e-01,2.690851489447190770e-01,3.716295767052681942e+00
1.010000000000000000e+02,2.834982481605401450e-01,2.734090787094654029e-01,3.657523022718045969e+00
1.020000000000000000e+02,2.834982481605401450e-01,2.764358295447877922e-01,3.617476076262325702e+00
1.030000000000000000e+02,2.834982481605401450e-01,2.785545551295134925e-01,3.589961038458163500e+00
1.040000000000000000e+02,2.834982481605401450e-01,2.800376630388214938e-01,3.570948240135007890e+00
1.050000000000000000e+02,2.834982481605401450e-01,2.810758385753370781e-01,3.557758664240252333e+00
1.060000000000000000e+02,2.603294002527958839e-01,2.748519070785747087e-01,3.638322944996411401e+00
1.070000000000000000e+02,2.834982481605401450e-01,2.774458094031643229e-01,3.604307457918284108e+00
1.080000000000000000e+02,2.657939593643104947e-01,2.739502543915081634e-01,3.650297760157866556e+00
1.090000000000000000e+02,2.600223853284144848e-01,2.697718936725800321e-01,3.706835380018097315e+00
1.100000000000000000e+02,2.601645199557173771e-01,2.668896815575212411e-01,3.746866473683717835e+00
1.110000000000000000e+02,2.616252552695081390e-01,2.653103536711172716e-01,3.769170656790933549e+00
1.120000000000000000e+02,2.651764455747294691e-01,2.652701812422009198e-01,3.769741458754329866e+00
1.130000000000000000e+02,2.669161583765788937e-01,2.657639743825143119e-01,3.762737226982838301e+00
1.140000000000000000e+02,2.834982481605401450e-01,2.710842565159220507e-01,3.688889988863168323e+00
1.150000000000000000e+02,2.588162235082268614e-01,2.674038466136134939e-01,3.739661985659297194e+00
1.160000000000000000e+02,2.614664423621613776e-01,2.656226253381778202e-01,3.764739538760482507e+00
1.170000000000000000e+02,2.569674953923201666e-01,2.630260863544204852e-01,3.801904266835827162e+00
1.180000000000000000e+02,2.604153502759984362e-01,2.622428655308938206e-01,3.813259125183689147e+00
1.190000000000000000e+02,2.602864753887989546e-01,2.616559484882653441e-01,3.821812596952473662e+00
1.200000000000000000e+02,2.603172528515139139e-01,2.612543397972398873e-01,3.827687611911451349e+00
1.210000000000000000e+02,2.618455611095492075e-01,2.614317061909327000e-01,3.825090745763121358e+00
1.220000000000000000e+02,2.667552612611968077e-01,2.630287727120119157e-01,3.801865437340925080e+00
1.230000000000000000e+02,2.603558945308173667e-01,2.622269092576535732e-01,3.813491158595933239e+00
1.240000000000000000e+02,2.578917806708767024e-01,2.609263706816205008e-01,3.832498790320388871e+00
1.250000000000000000e+02,2.834982481605401450e-01,2.676979339252963941e-01,3.735553671770434292e+00
1.260000000000000000e+02,2.628770592755260149e-01,2.662516715303652748e-01,3.755844965224763854e+00
1.270000000000000000e+02,2.692360323912872389e-01,2.671469797886418251e-01,3.743257740705764558e+00
1.280000000000000000e+02,2.596618103076446249e-01,2.649014289443426540e-01,3.774989074181648974e+00
1.290000000000000000e+02,2.569096744566788382e-01,2.625039025980434593e-01,3.809467174022323821e+00
1.300000000000000000e+02,2.557689575650784475e-01,2.604834190881539779e-01,3.839015947735143541e+00
1.310000000000000000e+02,2.569262004242251485e-01,2.594162534889752902e-01,3.854808580999332435e+00
1.320000000000000000e+02,2.612804079037554517e-01,2.599754998134092832e-01,3.846516309104989428e+00
1.330000000000000000e+02,2.583669429774645421e-01,2.594929327626258608e-01,3.853669498254742365e+00
1.340000000000000000e+02,2.693073398777207084e-01,2.624372548971543040e-01,3.810434613758960420e+00
1.350000000000000000e+02,2.688098387142400791e-01,2.643490300422800532e-01,3.782877507967628006e+00
1.360000000000000000e+02,2.834982481605401450e-01,2.700937954777580807e-01,3.702417518444435451e+00
1.370000000000000000e+02,2.683929625770369864e-01,2.695835456075417191e-01,3.709425208969521659e+00
1.380000000000000000e+02,2.613617428789333230e-01,2.671170047889591670e-01,3.743677796889302911e+00
1.390000000000000000e+02,2.666709573077437612e-01,2.669831905445945175e-01,3.745554160021054901e+00
1.400000000000000000e+02,2.601622378072548925e-01,2.649369047233925967e-01,3.774483592778627994e+00
1.410000000000000000e+02,2.576350850519376068e-01,2.627463588219560719e-01,3.805951886387992200e+00
1.420000000000000000e+02,2.645642090469907948e-01,2.632917138894664832e-01,3.798068633560621077e+00
1.430000000000000000e+02,2.623209184637778635e-01,2.630004752617598474e-01,3.802274497811143572e+00
1.440000000000000000e+02,2.669559025325183299e-01,2.641871034429874032e-01,3.785196124139359686e+00
1.450000000000000000e+02,2.609583516315197582e-01,2.632184778995471097e-01,3.799125380481962466e+00
1.460000000000000000e+02,2.600503551433304139e-01,2.622680410726820899e-01,3.812893084151534051e+00
1.470000000000000000e+02,2.834982481605401450e-01,2.686371031990394953e-01,3.722493981998743706e+00
1.480000000000000000e+02,2.630586560810609931e-01,2.669635690636459335e-01,3.745829453462218073e+00
1.490000000000000000e+02,2.639652514090150559e-01,2.660640737672566591e-01,3.758493154828427940e+00
1.500000000000000000e+02,2.591401861530548967e-01,2.639869074829961360e-01,3.788066648965959793e+00
1.510000000000000000e+02,2.644508480296181019e-01,2.641260896469826980e-01,3.786070514035733581e+00
1.520000000000000000e+02,2.711111259084620362e-01,2.662216005254264828e-01,3.756269205903490338e+00
